0,1,2
RT @s8mb: Nicholas Crafts's review of the economic impacts of Brexit – EEA Option might BOOST GDP:  https://t.co/5tsxxszVWl https://t.co/f5…,730763153152344064,Positive
Stop any further destruction of our manufacturing industries NOW. #VoteLeave #Brexit #EUref Sack Vatman &amp; Knobend https://t.co/5NQHO33f2Y,730763145401270272,Positive
Today's horrific terrorist attacks in turkey as @sputnikint website is blocked @thetimes: russia behind brexit tell us.,730763110831816704,Neutral
"RT @julia_reid: HoL: Nigel Farage at ""Trade Beyond the EU - BREXIT &amp; the Commonwealth with NZ Deputy PM Winston Peters MP https://t.co/RbQu…",730763071828955136,Neutral
@JonathanArnott @NTynesideLab  &amp; there's no way of controlling this in EU due to free movement of people. We must #Brexit &amp; take control.,730763064526684164,Positive
RT @JamesJimCarver: My thanks to @winstonpeters for his excellent speech at Westminster on how #Brexit will boost Commonwealth trade. https…,730763061070602240,Neutral
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",730762972117798912,Neutral
RT @UKIP: Will you be watching? https://t.co/2iK88EZIcJ,730762966451273728,Neutral
"RT @BearGardenMan: #Italy Minister: #Brexit could ""act as a detonator"" that splits EU apart over #Migration &amp; weak economic growth https://…",730762962726752256,Negative
RT @LudovicaIaccino: Exclusive: #Brexit referendum is an example of self-determination right #Biafrans are also entitled to https://t.co/4P…,730762952534433792,Neutral
Carney: Brexit could lead to technical UK recession https://t.co/0wsbT9C1CT,730762950772822016,Negative
RT @Trev_Forrester: See this recent #CBI speech Cameron in favour of LEAVE #Brexit https://t.co/UA162j5MAG https://t.co/saYWphvW0F,730762945970475008,Positive
"RT @The_TUC: How #EU protects you from discrimination, explained in the time it takes to go Holborn's escalator. #EUReferendum
https://t.co…",730762945475575809,Negative
https://t.co/NoBE3ewpt3 #StrongerIn,730762933316272128,Negative
RT @Daily_Express: Boris Johnson slams David Cameron for FAILING to slash immigration in searing attack on PM https://t.co/yc399iLIEc https…,730762904849371136,Neutral
RT @TheCanarySays: The final countdown https://t.co/XmwQJdc9oU,730762892841234432,Positive
RT @UKIP: Read @Steven_Woolfe: Europol's actions prove the threat of terrorism via the Balkan Migrant route https://t.co/klvtpwz0oH,730762874923155456,Positive
"@UKIP One suspects more voters will watch the ITV debateless version, than any of the others, as they want to see Nigel Farage at his best.",730762864047366144,Neutral
RT @smiffymaid: There wouldn't of been a referendum if not for #Farage #UKIP's determination. Both have same goal #Brexit #LeaveEU https://…,730762861614649344,Positive
See Duncan Enright's wonderful analysis on the EU Referendum. It is as a comment to my blog https://t.co/pA3GGNzyhU #Remain #Brexit,730762845244166145,Negative
"RT @BenDilks: I spoke to @UKLabour's charming @LadyBasildon about the Lords, the Ukip threat and making her party more electable: https://t…",730762839535853568,Neutral
RT @JamesJimCarver: My thanks to @winstonpeters for his excellent speech at Westminster on how #Brexit will boost Commonwealth trade. https…,730762836855693312,Neutral
Remaining in the EU gives Britain more control over forces that affect its citizens - @RobinNiblett: https://t.co/Bhjej5lAyF  #EUref,730762819755474944,Positive
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",730762812373532673,Neutral
I am planning the Reggae4Brexit Party @ #LondonWestBank art gallery in Notting Hill on 17-06-16. Be There. #LeaveEU https://t.co/eMxiLN4G8z,730762807050915840,Positive
RT @UKIP_PBO: UKIP have been fighting long and hard for Brexit. Now the rest of Peterborough is joining us. No matter what your... https://…,730762800084160512,Positive
RT @JamieOwenBBC: Neil Hamilton is elected leader of #UKIP in the Assembly - but his appointment has provoked a furious row #Wales @bbcwale…,730762791389409280,Neutral
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762790437310464,Positive
RT @Trev_Forrester: For Gods sake EU is going to hell in a hand basket &amp; they worry about kettles OUT NOW #Brexit @willowbrookwolf https://…,730762772116557824,Positive
#BREXIT #teamboris https://t.co/xpyapOmzMd,730762752743092224,Neutral
RT @MarkJLittlewood: This is going to be awesome....https://t.co/K5Vbn22VD2 @BrexitTheMovie,730762740827049984,Neutral
RT @FT: The Bank of England is gloomy about the possible effects of a Brexit on the UK economy https://t.co/o3SuoCx3F7 https://t.co/bh1xSZC…,730762729628127232,Negative
#News This millionaire #Brexit leader has sinister plans for the #NHS: A millionaire… https://t.co/IyWcB0h8VD,730762727795347457,Negative
@DavidJo52951945 @BreitbartNews Erdogan is a dictator and plans to do same in EU. #Brexit,730762720782344192,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762715971653636,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762714834964480,Positive
https://t.co/lnotZOEpXH - I wish there was a dish cloth stuffed in the EU's stupid mouth,730762711336943616,Positive
Is there a Hi-Res version as I can't see the biggest and longest running #Brexit group on there? @eureferendum  https://t.co/HfTVP45XCF,730762710179299328,Neutral
"RT @PeoplesNHS: IDS, member of posh Buck’s Club, says EU favours Haves over Have-nots But quiet on saving #NHS from #TTIP #EURef https://t.…",730762693007839232,Negative
"Head of TSC: assertion that 40% of EU migrants claim in-work benefits is ""not robust...cobbled together from incompatible data"" #EUref",730762685172875264,Neutral
RT @Daily_Express: Ukip leader @Nigel_Farage CONFIRMED to take part in EU debate with Prime Minister #BREXIT https://t.co/cD9raQtA31 https:…,730762676083757056,Neutral
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762673722425345,Positive
Banks &amp; Multi National Corporations want you to give your country away to foreign rule!! It is the people vs the elite! #Brexit,730762668441735168,Positive
Well that's me decided @StrongerIn #voteinforgin #voteremain https://t.co/Im1CfbjSyk,730762667347066880,Negative
@annemecremin @CCKingsbury @MattDowneyMPD @LiberalYouth Fair enough but will you also continue to campaign for Brexit,730762648141332480,Negative
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730762638033063936,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762629292146688,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762612825305088,Positive
"RT @paddynicholls1: https://t.co/IUStThStCr This is worryingly too close, pretty scared about what could happen. #VoteRemain #ForGodSakeVot…",730762612674269184,Negative
"""Academic Brexit: Why Top British Talent is Hopping Over the Pond for College"" on @LinkedIn https://t.co/bzTG9mJQE7",730762611009163264,Neutral
"RT @wearebankable: Bankable supports a European Britain. #StrongerIn

https://t.co/fUkU6dB3hf #fintech #startups #innovation #tech https://…",730762607322234884,Negative
RT @uktostayeu: V IMPORTANT - deadline for #UK expats to register to vote this Mon - please RT! #Brexit #EUref #UKtoStay #EU https://t.co/2…,730762594626228224,Neutral
"""Vote @Plaid_Cymru. Get @UKIP."" @UKLabour's slogan in Wales for the next ten years sorted then. https://t.co/d5kCxPz8A7",730762586933886976,Neutral
"RT @3BlockM: @h_sharma @faisalislam So, implication is when he warns of serious impact on UK economy after Brexit, it will not happen?",730762567493287936,Negative
RT @labourleave: Media are covering Tory and Labour Pro EU view and Tory and UKIP anti EU view. Why not include the Labour Anti EU view to?,730762567304515584,Neutral
"RT @MirrorPolitics: Bank of England governor warns Brexit could trigger recession
https://t.co/4P5RCrclKD https://t.co/HvTXWfoNzJ",730762561033998336,Negative
RT @NewEuropeans: Where do you stand on #EUref? #StrongerIN #Brexit @YEM_UK https://t.co/jSCHFDM7Fu,730762555266863104,Negative
RT @smiffymaid: There wouldn't of been a referendum if not for #Farage #UKIP's determination. Both have same goal #Brexit #LeaveEU https://…,730762544445571072,Positive
Remainers saying that we'll still have to pay to trade with the EU if we leave - How much will it be when the EU collapses? #EUreferendum,730762532999340034,Positive
"This is real tosh from another #DodgyDave mate. BBC News - Brexit vote may spark recession, Mark Carney warns https://t.co/XlCETQcOSy",730762530403024897,Negative
Brexit and Shipping Explained https://t.co/EYtAYaPsrG #shipping #trade #export #cargo #logistics,730762516100354048,Neutral
"BBC News - Brexit vote may spark recession, Mark Carney warns https://t.co/NuwDVRhnRZ",730762495732928514,Negative
RT @NewEuropeans: Deadline for #UKexpats to #Register to #Vote  in #EUReferendum is 16 May (next Monday). https://t.co/w2uZc1lRpS https://t…,730762467006160896,Neutral
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730762447355793408,Positive
RT @smiffymaid: There wouldn't of been a referendum if not for #Farage #UKIP's determination. Both have same goal #Brexit #LeaveEU https://…,730762438329651200,Positive
@RoundLike @ukleave_eu @BBCNormanS @vote_leave @Nigel_Farage @UKIP ludicrous.,730762422231924736,Positive
#lbc #gogogo #go #voteleave #brexit #wales #scotland  https://t.co/1viQrIkNRZ,730762383610793984,Positive
Great #EuRef network analysis from @SwainJo on @Demos today. https://t.co/emarYp757T,730762374022635520,Neutral
"Brexit could lead to recession, says Bank of England - https://t.co/6EssdWseh6",730762368687427584,Negative
#Brexit #EUreferendum The lack of understanding on how the EU institution works creates distrust. Pls make time read https://t.co/fei3i1Wax0,730762359426457600,Positive
"RT @britinfluence: 200 economists warn against #Brexit vote (£) @StrongerIn #EUref #EUreferendum #UKinEU #StrongerIn #Remain  #Bremain
http…",730762356456869892,Negative
Over 120 attend Brexit event in Law Society House https://t.co/g08GXxl8ph,730762332435939328,Neutral
RT @smiffymaid: There wouldn't of been a referendum if not for #Farage #UKIP's determination. Both have same goal #Brexit #LeaveEU https://…,730762323141480449,Positive
"RT @RichardAENorth: EU Referendum: not in our name - Vote Leave does not represent us... https://t.co/GEn4Xgt08N
. https://t.co/Z6ASR8hi5G",730762315252011009,Neutral
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730762297463967744,Positive
"RT @bbckamal: Breaking: Bank of England warns of ""materially"" lower economic growth if UK leaves the EU #EUref",730762270003888128,Negative
Irish border to become the new Calais? The immigrants have got to get there first. #VoteLeave https://t.co/bP6qWioRAV,730762267088850944,Positive
RT @MickGreenhough: Turkish Pres Erdogan again threatens that migrants will resume crossing into Europe if visa-free travel demands are not…,730762256263286784,Positive
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",730762248625520640,Neutral
RT @Ryan_J_Higdon: A #Brexit will enable the UK to re distribute £350 million each week to help stimulate our recessive economy. #VoteLeave,730762237883887616,Positive
"8.7% of Britain First's 2nd choices plus 7.1% of BNP's went to Sadiq Khan, but only 6.3% of Ukip votes went his way https://t.co/XwDdCTC8PS",730762208792215556,Neutral
"RT @snowangelmrsp: ""I was wondering about this Brexit thing. In or out? Then I thought, well I'm a cat.. so I'm sitting on the fence!!"" htt…",730762200478949376,Neutral
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730762197123645440,Positive
UK interest rates unchanged at 0.5%; Bank of England also warns Brexit may lead to lower growth... https://t.co/vUlll6mRdS via @BBCNews,730762183630524416,Negative
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762167667032064,Positive
RT @LeftFootFwd: Boris Johnson's #Brexit Bus is peddling a lie - we don't 'send EU £350m a week'. https://t.co/5i5blcXREz #BorisBus https:/…,730762112524517376,Negative
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762112209932288,Positive
RT @labourleave: Media are covering Tory and Labour Pro EU view and Tory and UKIP anti EU view. Why not include the Labour Anti EU view to?,730762109471076352,Neutral
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730762107285848064,Positive
"#News: Britons in risk of ‘Brexit tax’ if UK leaves EU, claims OECD via @AccountancyAge https://t.co/CweMZVWWKw #Brexit",730762082019377153,Negative
"#News: Britons in risk of ‘Brexit tax’ if UK leaves EU, claims OECD via @AccountancyAge https://t.co/Hj5aBTvWKi #Brexit",730762081880932352,Negative
RT @KayBurley: Lord Lamont's reaction to #BoE claims that Britain coudl face recession under #Brexit. Coming up on @skynews,730762078508744704,Neutral
"Sadly, she is just plain wrong about #SmallBusiness We will all be better off without #EU #RedTape We all know that! https://t.co/Y1sVt9U9Qc",730762051031830528,Positive
@landloulou yes i do agree im brexit all the way,730762044039921664,Positive
RT @BearGardenMan: Time to reboot and reset Great #Britain place in the World after #Brexit &amp; watch the Domino effect as others follow http…,730762042659966976,Neutral
"RT @Campaignmag: Amid Brexit debate, marketing &amp; agency leaders say staying in the EU is good for business https://t.co/hMTLDxlOuM https://…",730762036544720896,Neutral
RT @MitchellGoldie: My article for @vote_leave in my local newspaper #VoteLeave https://t.co/YV7tnU7nT2,730762034510479360,Positive
RT @PeaceOutCoUk: Picture of London Planning Department's Expansion Plans Post Referendum #LeaveEU #StrongerIn ? #Remain ? #euref #EU https…,730762029754159104,Neutral
Ken Clarke: Brexit would be 'extremely damaging' to wine industry (From The Argus) https://t.co/7W9bBELsHs,730762022963548162,Positive
"RT @DianeJamesMEP: This is what the Unelected EU Elites who make decisions that affect your life, think of you! #BREXIT https://t.co/ufXtOi…",730762019893313536,Positive
RT @Ivan4Harwich: '@Kevin_Maguire @EssexLabour C'word' Essex former Tory/UKIP/now independent councillor kicked off cabinet https://t.co/VL…,730762016382668801,Neutral
ITV revenues rise 14% to £755m but it warns over Brexit fears https://t.co/ehjkT2d3hv,730762013668966400,Negative
"Cameron and big business is doing its hardest to divide Brexit, don't listen to them, we MUST stick together, the result is more important.",730762010342924288,Positive
"All you see on the bbc app is anti Brexit articles and scaremongering, reminds me of the Scottish referendum, biased unbalanced coverage",730762008686026754,Neutral
RT @Ivan4Harwich: '@Kevin_Maguire @EssexLabour C'word' Essex former Tory/UKIP/now independent councillor kicked off cabinet https://t.co/VL…,730761935076134912,Neutral
RT @thepoultrysite: Pig &amp; Poultry Fair: #Brexit debate divides farmers https://t.co/DvEO7di3PN #AgChat @PigPoultry https://t.co/hrtVshEzkl,730761925659906053,Neutral
"The EU, not NATO, has brought peace to our continent writes @MollyMEP in @theStaggers https://t.co/pEo9NkEJYs #StrongerIn #Remain #EUref",730761924133191681,Negative
"Shock of Brexit vote would push EU states closer together, says French finance minster: Michel Sapin says rem... https://t.co/n8ilRCL27c",730761918130982912,Negative
RT @SECONDHOMELDN: Less than 1 month left to #RegisterToVote for the #EUreferendum. Sign up here... https://t.co/j3kL6K3MvQ,730761917946572800,Neutral
What with the warning from the Bank of England and toxic Farage being chosen to debate with the Prime Minister a bad day for #VoteLeave 😄,730761909989986304,Positive
RT @Demos: Tweeting #Brexit: new @swainjo @Demos blog maps digital networks of campaign's big hitters: https://t.co/yaZHWy2ckc https://t.co…,730761880394960896,Neutral
"@gsoh31 if ref came down to GOTV, will be interesting to see if 'conspiracy-against-us' memes will galvanize Brexit core &gt; alienate floaters",730761877060526081,Neutral
"Brexit - still too close to call?
https://t.co/ZIH9vM355u",730761870718709760,Neutral
@Nigel_Farage @ITV @itvnews @David_Cameron Go get him Nigel #Brexit #LeaveEU https://t.co/YvtgrKSxjR,730761796282417152,Positive
RT @uktostayeu: V IMPORTANT - deadline for #UK expats to register to vote this Mon - please RT! #Brexit #EUref #UKtoStay #EU https://t.co/2…,730761731434283009,Neutral
In or out? What does Brexit mean to the events industry? #eventprofs #brexit #events #EU &gt; https://t.co/4Yjnk0sgr6 https://t.co/LrDVXxpuDp,730761730784174080,Neutral
"RT @WillWiles: ""Insecurity is fantastic"" - the Brexiters really are a gang of maniacs. https://t.co/tBJ4lW3QnU",730761709627920385,Positive
Anger as Bank of England warns Brexit could hit growth and raise unemployment https://t.co/jAzhZkqnSm,730761703542022147,Negative
I am planning the #Reggae4Brexit Party on 17-06-16 at the West Bank art gallery in Notting Hill. Be There. #Brexit https://t.co/n9JVrSLD49,730761696600576001,Neutral
#BankofEngland warnings sound like #chickenlicken https://t.co/TJnYvGw09R is Cameron Goosey Lucy? #Brexit #LeaveEU  #VoteLeave #GO #UKIP,730761683128487936,Positive
"RT @cynicalbobby: A few hundred pound to be independent, control our borders, make our own laws and govern ourselves. It's a no brainier #V…",730761677298339844,Positive
IDS on BBC says forecasts predict UK economy would grow after Brexit then in next sentence says forecasts almost always wrong. Genius!,730761661091594241,Positive
"Roger Helmer MEP - ""The remain camp seem to have forgotten that staying in a dysfunctional EU is equally fraught with uncertainty."" #Brexit",730761649016197120,Positive
"RT @Foxgoose: As schools &amp; NHS fail around us - govt finally admits it's been lying for years about EU immigration numbers
#Brexit https://…",730761641780989953,Positive
RT @PeaceOutCoUk: Picture of London Planning Department's Expansion Plans Post Referendum #LeaveEU #StrongerIn ? #Remain ? #euref #EU https…,730761635535683584,Neutral
#Brexit  Mark Carney doesn't have best track record on forecasting what the economy will do.  Ignore his comments @eureferendum @voteleave,730761625687429120,Negative
RT @RichardWellings: Most Remain arguments could be countered by a bot that automatically responds with ‘But what about Switzerland?’ https…,730761617227546624,Neutral
"RT @cynicalbobby: I will be in the #VoteLeave camp on referendum day. They say we'll be a few hundred pound per household worse off! Deal,…",730761596344111104,Negative
UKIP Middlesbrough News is out! https://t.co/jpWuBfcs6S Stories via @BBCTees @MbroCouncil,730761594997751809,Neutral
#VoteBecause campaign to boost student turnout in #EUref -post your reasons for voting! @BiteTheBallot @bycLIVE https://t.co/SE9aPF4i0Z,730761559199383552,Neutral
RT @unibirmingham: We're exploring the options of the #EUreferendum. Do you think the UK should remain a member of the EU? #bhamEU,730761531982532608,Neutral
RT @MitchellGoldie: My article for @vote_leave in my local newspaper #VoteLeave https://t.co/YV7tnU7nT2,730761530099240960,Positive
RT @MickGreenhough: Turkish Pres Erdogan again threatens that migrants will resume crossing into Europe if visa-free travel demands are not…,730761529050693633,Positive
"RT @guardian: Brexit is biggest risk to UK economy, warns Bank of England https://t.co/8iZ10dKOMn",730761499392811009,Negative
@CitizenOneill I'm right though aren't I? 😏 #Brexit,730761478853296128,Neutral
RT @dmck52: Received governments Pro EU propaganda booklet today. Vote #LeaveEU https://t.co/kgi5H9gwUh,730761449992228864,Positive
RT @Demos: Tweeting #Brexit: new @swainjo @Demos blog maps digital networks of campaign's big hitters: https://t.co/yaZHWy2ckc https://t.co…,730761449480556544,Neutral
"Retweeted Éoin (@LabourEoin):

A must read from @StewartWood for those of us who want a united Labour Party when... https://t.co/PwYXhVO065",730761448461352960,Positive
Was a time when the governor of the Bank of England was seen as politically independent sadly no longer #BankOfEngland #EUref #Brexit,730761427342987264,Neutral
UK interest rates unchanged at 0.5%; Bank of England also warns Brexit may lead to lower... https://t.co/bPEJwgAqLb via @BBCBreaking,730761425250095104,Negative
"RT @SovBrit: .@Strongerin have zero understanding of ""risk""-not qualified to speak on the subject. British people UNDERSTAND risk MANAGEMEN…",730761410167312384,Negative
"RT @FarmersGuardian: #Brexit presents opportunity for 'sane' agricultural policy, says @Owen_PatersonMP #EURef

https://t.co/L4WJBOssWT htt…",730761409336881156,Neutral
"#skydebate To be fair #Carney did emphasise the word ""could"". That suggests it's just one of the possibilities, not a likelihood #Brexit",730761406883233792,Neutral
Vote Leave Brexit Campaign Accused Of 'Shocking Bullying Tactics' Against ITV https://t.co/ZeUL644yWY,730761405570252801,Negative
RT @Complaining_Q: Shocking! #VoteLeave  https://t.co/RcQMas3aP7,730761383961370625,Positive
RT @davidicke: Corbyn launches Labour’s effort to cover for right-wing EU Remain campaign: https://t.co/EFpT5kkFE9 #Brexit #Labour https://…,730761377254678528,Negative
"RT @Another_Europe: Fire Brigades Union conference says, ‘Stay in Europe to change Europe’ #EUref #DontWalkAway  https://t.co/fnYkZwfsYi ht…",730761353938534400,Neutral
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730761328491700229,Positive
RT @Jonnygreer5: Imagine if we left the EU.#voteleave,730761299018256384,Positive
"Shock of Brexit vote would push EU states closer together, says French finance minster https://t.co/bythxkTaEc The Guardian 

European cou…",730761297416093696,Negative
"RT @UKIP: Read @Steven_Woolfe: True EU immigration figure 250,000 a year higher than first thought https://t.co/vcvXycxYfs",730761286091460608,Neutral
"Will Brexit fears drown Land Securities?
 https://t.co/3Sv8Ey6Cy5 https://t.co/ZnhcpYEiTh",730761285554556928,Neutral
"RT @CityforEu: ""Brexit could lead to recession, says Bank of England"" | https://t.co/eF5tPIs5Mx",730761285156126720,Negative
"RT @dailyexpressuk: [DAILY EXPRESS]: ANOTHER reason to quit EU: Brexit would 'create 300,000 extra jobs': NEW figures have reveal... https:…",730761283906211840,Positive
"RT @AUBSU: 2 important diary dates – 7 June to register to vote and 23 June for the
#EURef #youcantmissit #yourvotematters",730761283029602304,Neutral
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,730761282178191361,Positive
Brexit will be a total disaster for the UK... how people cannot see that is beyond me...  https://t.co/fEUO4bR11a,730761280894668800,Negative
@welshpolitical seems everything is sorted and Labour cut a grubby backroom deal with UKIP. Labour - the #shame of Wales.,730761268156633088,Neutral
"Plaid, to me, have played their card. I don't see they've another. If Labour offers them nowt &amp; they block again its more spoilers/UKIP spin",730761267330306048,Positive
Ukip Battles: Neil Hamilton Ousts Rival And Becomes Ukip Leader On The Welsh Assembly  https://t.co/KaJD8cKHnO,730761266621501440,Neutral
@rog_ukip I suspect that's what Cameron will do and quite a few others😊,730761259671519232,Positive
"RT @Another_Europe: Fire Brigades Union conference says, ‘Stay in Europe to change Europe’ #EUref #DontWalkAway  https://t.co/fnYkZwfsYi ht…",730761259134664708,Neutral
RT @vote_leave: We need to #VoteLeave and #TakeControl on 23 June. It's the only way to save our #NHS. https://t.co/lwURNWRWvq,730761247868719104,Positive
RT @truemagic68: The BREXIT studios being built on College Green Westminster 5 weeks before 23rd June 2016 https://t.co/elB9MhXPf4,730761241552142336,Neutral
'@Kevin_Maguire @EssexLabour C'word' Essex former Tory/UKIP/now independent councillor kicked off cabinet https://t.co/VLSv7uNmD8,730761210409418752,Neutral
RT @sophgaston: The #Brexit Twittersphere: new @Demos blog maps networks beneath the campaign battleground https://t.co/U9dtkJp2IK https://…,730761207448272897,Neutral
RT @DavidMilwr: Does UKIP have a future after the Referendum on the 23rd June 2016,730761203002318849,Positive
What the leave and remain sides are saying in the #EUref campaign https://t.co/ctVR8n29cD,730761184887119872,Neutral
Mark Carney Gov of Bank of England: #Brexit could materially hit UK growth &amp; cause sterling to fall #StrongerIn https://t.co/kOKakUG7cN,730761180344680448,Negative
RT @vote_leave: The banks that crashed the economy are now funding the IN campaign. Help us fight back https://t.co/xYK9P2mp8c https://t.co…,730761177286971397,Positive
RT @NEStrongerIn: Final vote at the #NEentrepreneurs #EUreferendum shows Remain at 72% &amp; Leave at 17%. Clear North East is #StrongerIn http…,730761170790039552,Negative
RT @paulrey99: Hoto leave the EU safely.  Flexcit the Movie: The Plan – Part 3 https://t.co/h0xrTru4l9 via @eureferendum,730761167338143744,Positive
".@Strongerin have zero understanding of ""risk""-not qualified to speak on the subject. British people UNDERSTAND risk MANAGEMENT! #VoteLEAVE",730761159905841153,Positive
RT @QPolAtQueens: Brexit: Key Considerations for Northern Ireland KESS Seminar - https://t.co/3YpSfurbfx https://t.co/giqDtyFmG1,730761142210056192,Neutral
Drugs firm Novo Nordisk confirms it will not reduce research activities in UK after we #VoteLeave on 23rd June. https://t.co/GYYmWMqC9T,730761141199224832,Positive
RT @FullFact: The UK's EU membership fee https://t.co/eZTyTYZahX #NISLON #EUref https://t.co/Xk2WdceR0d,730761128356237313,Negative
RT @simonjveardley: @Byron_Davies @MarkReckless Vote UKIP - get Labour.,730761116259864576,Neutral
RT @vote_leave: Vote Leave supporter in Wales? Follow @VoteLeaveCymru for updates from the team! #VoteLeave #TakeControl,730761092562030594,Positive
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,730761090586562560,Positive
"RT @vote_leave: After we #VoteLeave, we can negotiate our own trade deals and create 300,000 UK jobs https://t.co/b3OKDAKYqc https://t.co/E…",730761081145176065,Positive
"RT @SamHooper: Great reference to Andrew Sullivan's ""blues v reds"" culture war analogy in this pointed, dispiriting #EUref analysis https:/…",730761078746042368,Neutral
"RT @EveryInvestor: Bank of England, interest rates, inflation and Brexit https://t.co/rDaI2WA8Xa https://t.co/z1eo3qyxog",730761075755487232,Negative
Leave factions row over Brexit TV debate https://t.co/Jon8T0U1xA,730761073570271232,Neutral
RT @JonathanPlaid: Labour to deal with UKIP -pure hypocrites. Looking forward to seeing their Welsh based MPs vent their disgust,730761072911732736,Neutral
@WillHillHelp what are the combined odds for a President Trump and Brexit victory double?,730761065139699712,Negative
RT @pinkdiamondspls: Bank Raises Recession Fears In #Brexit Warning.  #StrongerIn #Remain  https://t.co/KRsd5CcMrP,730761042192695296,Negative
RT @vote_leave: .@BorisJohnson getting down to business in Christchurch on the #VoteLeave #BattleBus tour https://t.co/bUkycSJTMM,730761040829530112,Negative
"RT @Foxgoose: As schools &amp; NHS fail around us - govt finally admits it's been lying for years about EU immigration numbers
#Brexit https://…",730761039701282816,Positive
"RT @theordinaryman2: Re-tweet if you are voting to #LeaveEU

#EUreferendum #VoteLeave #BelieveinBritain #BetterOffOUT #ILoveBritain https:/…",730761038476550144,Positive
For goodness sake can someone put up the link to brexit the movie. Thank you.,730761033514618882,Negative
RT @dmck52: Received governments Pro EU propaganda booklet today. Vote #LeaveEU https://t.co/kgi5H9gwUh,730761029270028289,Positive
Brexit: Key Considerations for Northern Ireland KESS Seminar - https://t.co/3YpSfurbfx https://t.co/giqDtyFmG1,730761024073289729,Neutral
RT @BreitbartLondon: PICTURES: Farage Hailed A Hero On ‘Brexit The Movie’ Red Carpet https://t.co/Jizat1j1SE https://t.co/vZnbNlo5mK,730761014535462913,Positive
"BBC News - Brexit vote may spark recession, Mark Carney warns https://t.co/EaWOuAXQ3l",730761010982850560,Negative
@RoyalHolloway #VoteBecause campaign to boost student turnout in #EUref -post your reasons for voting! @nusuk https://t.co/SE9aPF4i0Z,730761010425004032,Neutral
"@70s_party I wonder if, as well as seventies sensibilities like this, UKIP also want the exotic food you share.",730760998865543168,Neutral
"MoD: granting interpreters asylum wld ""rob Afghanistan of some of their best and brightest"" https://t.co/sGZwyZ2RHr Isn't that a UKIP line?",730760995413606400,Neutral
Know a Brit living outside the UK? RT to remind them overseas voters should register by 16 May to vote in the #EUref https://t.co/o0bTrPzYQ2,730760985502461952,Neutral
"RT @ukipactivist: Steven Woolfe MEP - ""It is a disgrace that the Government has tried to hide the true scale of EU immigration into this co…",730760984181215232,Positive
RT @Another_Europe: More evidence that the fight for a just and ecologically sustainable Europe begins at home #euref #DontWalkAway  https:…,730760979244568576,Negative
"The EU Common Fisheries Policy , UK fisheries https://t.co/pOK6nwV5Mr A. Pleb (4 #Brexit)0#.VzSLKApdeQg.twitter via @openDemocracy",730760973947113473,Neutral
"Bank of England, interest rates, inflation and Brexit https://t.co/rDaI2WA8Xa https://t.co/z1eo3qyxog",730760970373472256,Negative
